region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Akwa Ibom,7.0584,12.52,2023-04-01,2023,4,27.89,42.18,89.65,0.754,0.234,182280,120.92,80.09,45.87,-1.05,539,295.7,1
Rivers,10.0749,6.6011,2020-01-01,2020,1,26.07,24.01,66.43,0.595,0.644,2902924,98.69,65.68,65.95,-0.43,523,18.02,1
Plateau,12.5391,8.9329,2021-07-01,2021,7,24.7,109.16,84.14,0.716,0.64,2190442,108.14,71.6,55.75,1.95,524,23.92,1
Niger,8.6724,7.593,2018-07-01,2018,7,27.61,65.18,59.59,0.548,0.716,1823389,100.1,59.43,34.27,0.22,332,18.21,0
Benue,5.4354,7.2495,2018-01-01,2018,1,25.73,127.23,80.51,0.558,0.306,1940035,112.02,46.67,47.62,-1.59,574,29.59,1
Borno,13.6719,8.5476,2023-09-01,2023,9,20.85,65.58,64.64,0.574,0.566,1554808,91.8,65.6,55.33,1.75,391,25.15,0
Borno,5.0469,8.6096,2018-01-01,2018,1,29.72,215.36,75.68,0.697,0.559,1874229,114.76,74.65,17.96,-0.82,375,20.01,0
Niger,6.4865,4.1148,2021-08-01,2021,8,23.47,165.6,76.4,0.543,0.073,113865,79.47,92.84,57.43,1.88,353,310.02,0
Enugu,5.2058,3.3723,2022-12-01,2022,12,28.22,179.24,52.43,0.55,0.678,1434553,110.9,62.64,27.35,1.99,345,24.05,0
Sokoto,11.3368,11.196,2021-09-01,2021,9,26.68,56.49,74.42,0.555,0.664,1683558,121.22,20.71,77.89,-0.25,598,35.52,1
Enugu,10.5572,12.6073,2019-06-01,2019,6,29.0,121.46,66.28,0.594,0.422,1264811,89.35,60.28,46.58,-0.27,371,29.33,0
Cross River,6.2712,3.4254,2023-11-01,2023,11,25.53,61.72,85.25,0.745,0.67,2388362,117.79,64.23,61.99,1.72,522,21.86,1
Anambra,7.2296,4.6554,2025-01-01,2025,1,25.47,420.36,89.67,0.705,0.89,2991071,143.18,69.58,80.48,2.27,817,27.31,1
Oyo,9.3026,9.481,2019-05-01,2019,5,23.36,201.53,75.65,0.587,0.707,2323454,105.9,54.61,40.98,-1.82,541,23.28,1
Anambra,8.376,4.5651,2020-02-01,2020,2,28.94,340.51,64.16,0.566,0.952,215442,116.51,48.7,38.92,-0.23,625,290.1,1
Sokoto,4.9671,13.9341,2023-06-01,2023,6,26.74,111.85,76.1,0.85,0.988,1320157,102.84,60.46,46.12,-0.54,517,39.16,1
Kebbi,12.47,4.9784,2018-03-01,2018,3,29.59,61.41,87.95,0.17,0.477,2511849,99.15,63.1,66.98,-1.63,475,18.91,0
Kano,13.0056,9.3569,2024-05-01,2024,5,24.47,60.78,64.82,0.164,0.856,2704214,123.72,70.19,54.32,1.34,495,18.3,0
Sokoto,12.3515,11.1783,2022-12-01,2022,12,24.99,172.23,90.29,0.539,0.47,389501,120.35,20.0,5.72,0.65,593,152.25,1
Rivers,12.6763,11.5885,2020-12-01,2020,12,24.96,47.5,62.78,0.4,0.204,2924960,88.17,47.07,44.5,-3.04,333,11.38,0
Lagos,10.6902,7.0579,2020-03-01,2020,3,26.39,122.46,93.61,0.461,0.63,126473,106.54,46.94,58.92,1.92,623,492.6,1
Benue,9.6215,11.3725,2023-07-01,2023,7,25.38,45.56,67.88,0.582,0.285,2957376,82.23,52.64,58.0,2.05,426,14.4,0
Oyo,4.6377,6.7473,2023-10-01,2023,10,30.04,107.78,80.52,0.659,0.607,1124563,108.26,74.86,8.71,-0.48,302,26.85,0
Oyo,10.7105,10.43,2022-10-01,2022,10,29.82,99.3,73.83,0.405,0.656,2764438,94.85,65.05,34.8,-0.13,450,16.28,0
Plateau,9.8614,5.3605,2022-01-01,2022,1,26.55,118.65,90.21,0.59,0.812,345752,129.45,64.6,43.76,-1.05,521,150.69,1
Kebbi,8.1038,13.7346,2019-03-01,2019,3,25.96,97.15,60.94,0.557,0.366,1953465,85.61,55.86,29.7,0.17,432,22.11,0
Lagos,4.3821,7.0787,2020-11-01,2020,11,26.91,71.93,75.61,0.761,0.679,2775222,117.98,61.28,29.96,1.25,489,17.62,0
Kaduna,6.8641,6.4985,2019-11-01,2019,11,30.34,375.57,82.77,0.95,0.287,2070450,113.5,57.78,43.89,-0.47,549,26.52,1
Akwa Ibom,7.2245,9.925,2021-08-01,2021,8,29.48,299.83,78.74,0.62,0.568,1217541,125.17,63.12,73.21,0.57,687,56.43,1
Anambra,9.2001,4.6206,2025-10-01,2025,10,23.62,129.57,82.94,0.461,0.616,1818444,109.63,37.15,29.43,-2.78,510,28.05,1
Kaduna,7.817,3.1934,2024-04-01,2024,4,25.59,89.63,57.57,0.769,0.577,1589428,96.45,61.02,65.24,-1.54,544,34.23,1
Sokoto,10.2712,13.4391,2019-11-01,2019,11,32.58,121.85,63.23,0.892,0.754,2270730,111.42,65.62,29.0,1.2,450,19.82,0
Borno,10.9945,12.6317,2021-02-01,2021,2,26.8,140.19,85.34,0.274,0.419,2549602,129.49,56.27,42.01,1.07,574,22.51,1
Oyo,9.6146,7.9232,2025-02-01,2025,2,28.26,85.01,78.0,0.454,0.982,1451500,114.97,32.37,52.97,-0.13,488,33.62,0
Cross River,11.8103,4.111,2020-02-01,2020,2,26.65,106.83,92.0,0.585,0.148,51996,102.27,100.0,44.2,-2.7,424,815.45,0
Niger,10.3529,5.4656,2022-05-01,2022,5,26.93,94.54,79.02,0.671,0.22,1797365,100.89,43.12,55.08,-1.34,534,29.71,1
Borno,13.1424,3.4562,2024-03-01,2024,3,34.64,32.62,63.65,0.255,0.739,1250507,114.24,40.67,58.64,0.12,635,50.78,1
Rivers,5.2344,8.1623,2018-07-01,2018,7,27.24,130.91,90.43,0.727,0.706,2251806,122.09,34.25,55.65,1.1,555,24.65,1
Sokoto,10.9924,6.6696,2025-03-01,2025,3,21.9,55.56,81.51,0.445,0.968,375094,115.66,70.47,95.0,0.5,511,136.23,1
Oyo,13.2621,6.3522,2024-07-01,2024,7,28.59,178.04,78.73,0.45,0.366,334522,116.02,33.64,5.0,-0.09,552,165.01,1
Anambra,10.6346,3.5335,2022-06-01,2022,6,27.1,101.71,79.33,0.549,0.444,1277858,95.16,58.4,40.39,0.98,495,38.74,0
Benue,11.5789,3.0062,2018-08-01,2018,8,30.45,134.84,66.39,0.584,0.374,498058,104.55,76.6,19.81,-3.9,393,78.91,0
Lagos,6.5399,9.1262,2020-10-01,2020,10,25.16,122.88,71.73,0.571,0.311,2118545,110.86,62.43,59.35,-0.92,489,23.08,0
Enugu,13.7555,12.4965,2021-03-01,2021,3,28.97,155.27,93.18,0.661,0.613,533406,122.02,58.12,69.16,0.95,580,108.74,1
Borno,12.6225,13.775,2025-08-01,2025,8,28.44,137.05,75.31,0.536,0.607,2330104,102.89,63.65,35.94,-1.98,470,20.17,0
Akwa Ibom,10.2079,11.193,2025-07-01,2025,7,33.9,120.56,73.22,0.392,0.227,571401,104.29,70.47,37.67,-0.75,498,87.15,0
Niger,10.9176,5.3358,2019-03-01,2019,3,30.1,128.88,74.08,0.749,0.461,1892761,108.77,51.01,66.34,-2.65,651,34.39,1
Cross River,7.1264,8.0881,2020-06-01,2020,6,30.26,67.09,78.61,0.77,0.656,1103095,120.33,58.79,50.08,1.02,600,54.39,1
Cross River,8.7075,10.6077,2018-11-01,2018,11,27.18,142.79,57.02,0.75,0.278,1594025,86.71,54.59,56.87,-0.46,381,23.9,0
Akwa Ibom,7.2985,5.5777,2022-08-01,2022,8,22.28,85.13,76.29,0.644,0.285,1759539,102.35,68.45,50.01,-0.21,463,26.31,0
Oyo,13.5548,10.5874,2020-09-01,2020,9,33.47,206.63,60.3,0.69,0.401,203323,110.44,80.73,91.49,-0.17,591,290.67,1
Kaduna,7.9738,8.0965,2018-06-01,2018,6,30.81,111.1,71.3,0.569,0.264,604630,96.52,34.28,10.28,-3.15,489,80.88,0
Enugu,11.8496,5.5463,2021-05-01,2021,5,29.41,70.41,85.03,0.382,0.648,2999835,118.62,90.51,47.6,-0.31,549,18.3,1
Enugu,10.2038,3.6579,2020-09-01,2020,9,30.1,75.13,71.0,0.285,0.361,2576793,108.41,44.81,74.94,-0.53,599,23.25,1
Kaduna,8.328,9.0188,2025-11-01,2025,11,27.62,155.12,74.69,0.514,0.995,1057668,137.31,45.99,29.32,-2.01,463,43.78,0
Kebbi,5.2173,4.5981,2021-12-01,2021,12,24.57,41.0,78.18,0.565,0.266,578226,98.25,65.66,34.81,-0.12,444,76.79,0
Enugu,9.8994,11.5723,2020-10-01,2020,10,28.78,130.66,70.9,0.562,0.542,2088106,122.32,81.41,38.88,-2.14,621,29.74,1
Borno,12.5813,5.1653,2020-06-01,2020,6,31.03,210.11,81.92,0.283,0.127,206262,121.08,72.61,27.54,2.5,518,251.14,1
Sokoto,8.3135,11.4862,2019-06-01,2019,6,33.68,110.88,74.52,0.489,0.451,297797,114.55,61.22,24.31,0.98,481,161.52,0
Rivers,5.1207,10.1317,2023-02-01,2023,2,24.36,247.67,83.12,0.563,0.571,284644,92.92,80.76,72.43,-1.16,628,220.63,1
Kebbi,9.7003,4.8613,2022-02-01,2022,2,25.19,74.31,77.71,0.344,0.586,2537392,98.22,38.5,32.05,0.81,593,23.37,1
Lagos,13.4676,11.4254,2020-01-01,2020,1,23.14,113.34,91.55,0.697,0.632,704914,110.21,71.86,49.95,-1.14,474,67.24,0
Borno,13.2426,11.4181,2025-07-01,2025,7,25.44,209.4,78.05,0.462,0.234,2536512,111.06,29.54,64.53,1.99,599,23.62,1
Oyo,6.5691,7.3353,2021-05-01,2021,5,29.73,143.28,65.85,0.281,0.111,2351094,115.78,47.7,46.61,-1.15,631,26.84,1
Niger,4.5636,9.7558,2025-02-01,2025,2,29.1,94.26,71.92,0.468,0.369,318752,97.03,82.91,49.96,-0.28,405,127.06,0
Benue,5.6487,4.2794,2024-12-01,2024,12,28.86,147.92,65.59,0.385,0.652,2147341,115.41,53.87,79.39,0.6,537,25.01,1
Oyo,4.8179,8.989,2018-05-01,2018,5,27.8,87.22,83.31,0.501,0.393,2967073,110.23,82.82,48.58,-1.91,474,15.98,0
Enugu,7.0134,13.4575,2024-10-01,2024,10,27.9,53.43,82.12,0.522,0.737,1263957,94.36,67.33,23.84,1.38,364,28.8,0
Enugu,4.5785,3.5253,2023-04-01,2023,4,28.27,125.5,91.95,0.569,0.119,420813,106.51,51.29,58.53,-3.06,487,115.73,0
Oyo,7.6265,6.5761,2023-04-01,2023,4,29.73,72.93,87.65,0.461,0.764,90024,119.38,70.25,53.63,-0.66,514,570.96,1
Cross River,5.0447,8.388,2023-10-01,2023,10,24.45,179.3,71.89,0.71,0.556,2223767,100.81,87.9,44.53,0.85,338,15.2,0
Anambra,4.0555,9.9548,2018-10-01,2018,10,26.22,124.58,62.16,0.472,0.788,2227876,96.36,85.86,57.97,0.13,492,22.08,0
Akwa Ibom,6.2913,13.4967,2024-05-01,2024,5,27.68,148.62,70.28,0.707,0.656,2096865,109.95,33.56,53.01,1.62,652,31.09,1
Lagos,10.6368,6.7591,2023-01-01,2023,1,34.56,149.16,76.46,0.374,0.492,1079163,134.85,55.04,6.6,3.18,453,41.98,0
Kebbi,10.8497,13.1258,2022-10-01,2022,10,27.23,114.62,86.71,0.541,0.766,2548259,130.25,60.99,35.29,-0.95,525,20.6,1
Benue,7.4317,4.936,2019-10-01,2019,10,25.94,67.84,56.41,0.481,0.612,370559,111.14,56.05,72.99,-1.74,496,133.85,0
Oyo,10.6921,4.7425,2018-08-01,2018,8,27.41,164.68,64.95,0.484,0.675,2384261,102.37,51.19,31.58,-1.0,448,18.79,0
Anambra,13.5262,11.8397,2025-10-01,2025,10,30.44,134.46,69.57,0.627,0.564,2397947,119.12,56.02,21.91,-0.49,491,20.48,0
Rivers,11.8093,7.276,2018-04-01,2018,4,27.21,130.61,82.12,0.596,0.474,1499526,129.62,58.07,69.7,-1.25,754,50.28,1
Borno,5.3475,11.6464,2019-02-01,2019,2,32.39,198.77,61.35,0.706,0.652,1890976,112.08,41.04,69.85,-3.43,645,34.11,1
Kaduna,6.9059,8.9169,2018-12-01,2018,12,29.23,67.49,74.83,0.421,0.315,233528,95.57,68.76,29.03,1.21,330,141.31,0
Borno,6.4099,9.6066,2021-05-01,2021,5,24.56,174.2,74.36,0.787,0.438,2651195,106.23,43.89,56.62,2.34,575,21.69,1
Sokoto,10.742,4.066,2019-10-01,2019,10,27.31,133.9,86.86,0.523,0.582,590825,116.79,52.32,30.36,-0.63,484,81.92,0
Oyo,4.1716,9.5922,2024-01-01,2024,1,23.37,135.1,78.78,0.579,0.321,2315124,106.53,32.48,16.3,-2.03,490,21.17,0
Kano,6.1557,11.0893,2021-03-01,2021,3,29.73,143.61,75.04,0.8,0.565,717565,118.47,77.4,62.56,-1.79,609,84.87,1
Rivers,12.0116,10.7282,2025-03-01,2025,3,34.0,167.25,82.98,0.472,0.599,1123216,127.87,58.15,67.4,1.05,517,46.03,1
Akwa Ibom,8.4077,8.8873,2022-07-01,2022,7,31.91,57.13,72.68,0.357,0.892,2289088,125.5,63.25,52.8,-2.65,484,21.14,0
Niger,12.1961,9.2357,2020-04-01,2020,4,28.38,76.32,84.12,0.372,0.462,2488613,92.25,62.29,25.95,-0.07,396,15.91,0
Oyo,5.7803,9.4018,2020-03-01,2020,3,32.06,114.16,85.15,0.127,0.751,1104299,132.29,51.83,48.09,0.36,568,51.44,1
Kebbi,9.0938,4.3557,2019-07-01,2019,7,26.67,194.79,74.6,0.337,0.467,2466512,94.2,74.37,49.73,0.3,478,19.38,0
Anambra,8.8233,12.9943,2019-09-01,2019,9,28.98,162.89,72.31,0.654,0.438,1989472,112.86,66.41,58.01,0.03,639,32.12,1
Enugu,12.2961,6.5577,2022-11-01,2022,11,28.53,114.33,83.07,0.5,0.373,725390,120.11,63.81,27.57,0.22,476,65.62,0
Cross River,6.8599,3.383,2021-11-01,2021,11,31.73,65.79,43.34,0.468,0.751,275691,100.18,44.71,57.56,3.23,440,159.6,0
Kano,13.2168,13.5352,2025-12-01,2025,12,34.05,112.81,90.26,0.393,0.702,1397137,123.91,64.85,36.04,-3.52,560,40.08,1
Kaduna,6.1321,9.0637,2023-01-01,2023,1,27.26,50.54,86.49,0.4,0.753,837955,102.01,56.17,39.63,1.44,410,48.93,0
Rivers,12.1429,10.8523,2020-03-01,2020,3,23.55,110.17,62.39,0.516,0.5,2194099,89.65,79.81,54.62,0.76,352,16.04,0
Kaduna,4.4135,12.3523,2024-12-01,2024,12,27.48,196.47,97.52,0.473,0.78,1664553,133.95,58.95,21.98,1.21,516,31.0,1
Benue,12.9232,3.8589,2020-04-01,2020,4,24.67,69.67,75.38,0.501,0.867,2403709,128.43,74.4,31.36,0.38,432,17.97,0
Sokoto,7.1656,3.223,2018-11-01,2018,11,27.78,256.12,66.17,0.595,0.279,2295201,93.04,58.41,39.04,0.1,466,20.3,0
Borno,11.4989,6.393,2022-04-01,2022,4,30.41,155.47,71.69,0.421,0.602,1592601,115.07,35.3,33.39,0.83,433,27.19,0
Enugu,6.1933,9.8318,2021-11-01,2021,11,24.79,132.74,76.7,0.615,0.488,84577,102.55,69.37,44.38,0.03,493,582.9,0
Cross River,12.2936,8.0381,2023-02-01,2023,2,24.11,109.93,86.74,0.328,0.665,817281,103.2,46.88,45.61,-0.5,587,71.82,1
Akwa Ibom,11.7977,8.1669,2022-11-01,2022,11,26.22,48.91,67.9,0.428,0.765,2372989,114.35,38.14,63.22,0.46,454,19.13,0
Benue,5.8609,7.2545,2025-06-01,2025,6,28.83,58.68,64.24,0.646,0.149,2259636,105.11,64.5,58.18,2.1,474,20.98,0
Kano,4.6247,10.3197,2023-12-01,2023,12,30.76,162.2,73.84,0.413,0.785,1155921,120.33,80.9,20.48,-1.57,462,39.97,0
Oyo,9.6718,9.2794,2022-11-01,2022,11,23.76,182.95,76.21,0.44,0.369,1678847,100.5,52.19,37.51,0.38,566,33.71,1
Benue,8.2925,8.8725,2022-05-01,2022,5,26.35,60.34,58.44,0.592,0.315,1709332,88.61,70.72,22.45,-3.62,308,18.02,0
Kaduna,4.3161,7.4441,2024-08-01,2024,8,24.6,223.59,82.88,0.738,0.499,354580,90.37,58.67,68.38,-0.92,494,139.32,0
Akwa Ibom,8.5362,11.7178,2021-01-01,2021,1,29.26,90.59,63.67,0.555,0.571,1500653,105.86,48.51,54.87,0.11,491,32.72,0
Lagos,8.7531,8.4823,2025-12-01,2025,12,30.62,104.68,78.28,0.616,0.714,1229089,123.52,62.93,22.06,1.62,442,35.96,0
Kaduna,8.815,8.4848,2025-10-01,2025,10,29.87,116.67,80.88,0.599,0.807,710212,128.27,73.56,45.42,-0.64,577,81.24,1
Akwa Ibom,6.8123,11.3505,2022-06-01,2022,6,28.21,62.5,67.42,0.398,0.286,1281434,109.24,41.24,29.55,1.05,471,36.76,0
Anambra,10.1869,10.8834,2021-06-01,2021,6,20.16,79.28,71.97,0.622,0.714,2400280,70.52,91.86,43.96,0.9,326,13.58,0
Kaduna,8.4724,5.6663,2018-09-01,2018,9,27.38,66.16,67.02,0.506,0.965,1420611,110.78,94.71,63.48,-0.09,446,31.39,0
Lagos,4.3692,10.123,2022-07-01,2022,7,26.82,76.06,73.76,0.584,0.584,586697,94.16,31.12,25.02,-1.54,402,68.52,0
Sokoto,7.7759,3.8802,2018-01-01,2018,1,26.34,256.81,84.25,0.633,0.622,1843728,125.69,62.54,47.57,0.9,611,33.14,1
Plateau,11.8557,9.7378,2020-12-01,2020,12,27.79,139.13,91.77,0.471,0.626,2873024,107.11,62.08,50.26,-0.74,508,17.68,1
Lagos,11.9423,7.7597,2023-10-01,2023,10,24.15,274.16,70.91,0.526,0.301,648939,92.13,42.09,55.16,0.31,484,74.58,0
Oyo,12.2177,11.5199,2018-11-01,2018,11,27.97,85.15,75.44,0.516,0.218,2723579,89.03,38.81,31.49,1.1,470,17.26,0
Kano,4.9911,13.8233,2023-04-01,2023,4,31.69,269.15,71.69,0.499,0.713,446357,123.05,75.68,23.41,-1.53,461,103.28,0
Niger,8.1526,10.3278,2022-07-01,2022,7,27.7,135.81,65.85,0.63,0.796,911502,92.62,45.55,67.09,0.64,471,51.67,0
Plateau,11.0636,11.647,2021-06-01,2021,6,31.17,86.18,58.35,0.472,0.561,84069,93.87,57.62,30.08,-2.35,410,487.69,0
Kano,13.3797,12.1109,2023-01-01,2023,1,28.64,267.7,71.96,0.7,0.415,586985,109.55,85.78,42.44,-2.29,479,81.6,0
Kaduna,11.5715,8.5096,2022-03-01,2022,3,22.14,92.14,52.1,0.681,0.703,2405183,94.41,37.5,7.34,0.82,402,16.71,0
Kano,7.0763,4.4198,2021-10-01,2021,10,25.8,121.37,78.56,0.436,0.7,2337798,111.21,66.7,56.73,-1.31,484,20.7,0
Benue,13.5692,12.8961,2021-03-01,2021,3,31.41,116.0,87.9,0.562,0.395,1131573,110.43,88.32,41.11,-0.85,328,28.99,0
Borno,12.2296,3.3723,2018-10-01,2018,10,30.74,142.02,77.67,0.669,0.222,1593458,92.22,60.96,25.21,0.68,457,28.68,0
Borno,13.5504,10.8834,2024-02-01,2024,2,28.46,119.15,71.8,0.603,0.964,98058,116.32,64.49,82.21,1.54,517,527.24,1
Cross River,4.9687,5.8086,2025-06-01,2025,6,34.42,90.73,71.9,0.656,0.457,1478753,106.65,77.42,17.47,-1.93,300,20.29,0
Cross River,7.3396,7.8962,2024-08-01,2024,8,29.74,63.31,65.74,0.446,0.879,1533792,111.97,52.51,47.11,0.57,480,31.29,0
Kano,12.21,12.0357,2023-10-01,2023,10,30.25,115.54,79.27,0.167,0.409,1583395,121.45,78.64,7.77,3.59,451,28.48,0
Kebbi,4.4282,11.0164,2023-10-01,2023,10,31.56,170.6,69.43,0.421,0.531,944471,120.25,55.07,38.41,3.33,572,60.56,1
Niger,5.1485,9.9494,2023-09-01,2023,9,29.9,122.02,75.6,0.821,0.313,1767853,95.1,42.82,53.65,-0.49,525,29.7,1
Kano,4.3104,5.3983,2018-08-01,2018,8,25.77,73.49,70.92,0.613,0.534,2092050,112.34,82.25,30.14,0.97,460,21.99,0
Kaduna,7.0874,4.7901,2022-09-01,2022,9,23.55,112.27,80.14,0.762,0.343,1932601,104.14,67.85,44.64,-0.84,459,23.75,0
Kaduna,5.1069,6.1485,2019-06-01,2019,6,29.09,139.93,86.49,0.453,0.501,506296,106.3,65.02,41.21,1.78,430,84.93,0
Niger,5.3362,4.7705,2018-03-01,2018,3,32.74,196.15,91.3,0.436,0.208,1129293,133.93,53.95,5.0,-1.88,475,42.06,0
Borno,11.5465,4.6095,2019-03-01,2019,3,29.21,229.44,73.82,0.547,0.542,1447957,118.79,65.8,24.22,1.42,517,35.71,1
Lagos,12.196,5.129,2019-02-01,2019,2,30.61,87.37,69.16,0.293,0.574,279987,98.02,92.38,18.15,-1.53,319,113.93,0
Kaduna,8.2776,11.8652,2018-04-01,2018,4,27.98,112.53,76.41,0.317,0.362,2312734,112.04,57.63,46.67,-3.19,444,19.2,0
Rivers,4.7037,9.5899,2024-02-01,2024,2,23.21,165.68,85.07,0.55,0.62,869912,117.76,48.78,65.82,-1.04,589,67.71,1
Sokoto,12.5925,8.1998,2022-02-01,2022,2,28.32,103.47,80.82,0.593,0.468,2151021,102.22,56.12,6.98,-1.94,423,19.67,0
Plateau,8.61,6.7442,2019-08-01,2019,8,31.66,166.08,58.17,0.839,0.612,1250581,101.76,60.46,30.81,-2.39,422,33.74,0
Oyo,11.3764,12.3295,2023-12-01,2023,12,25.71,33.91,77.0,0.519,0.473,939745,103.04,82.0,43.47,0.27,310,32.99,0
Oyo,4.962,5.7005,2019-02-01,2019,2,29.48,46.79,95.74,0.508,0.201,1653067,119.92,51.96,56.46,1.87,599,36.24,1
Kaduna,6.4787,6.9256,2020-01-01,2020,1,26.72,273.81,84.25,0.401,0.602,2841362,119.78,61.57,59.15,0.68,543,19.11,1
Lagos,4.4173,3.4405,2025-01-01,2025,1,26.19,137.97,60.33,0.542,0.171,676425,111.1,75.38,8.49,-0.99,343,50.71,0
Benue,10.7177,9.3737,2023-02-01,2023,2,22.72,56.07,46.84,0.508,0.735,1583338,98.27,63.21,53.56,-0.72,329,20.78,0
Borno,10.8961,10.1588,2018-02-01,2018,2,24.54,83.46,59.8,0.913,0.483,81639,111.37,58.15,49.97,0.92,535,655.32,1
Akwa Ibom,7.5313,11.9491,2019-10-01,2019,10,24.84,36.91,70.37,0.488,0.668,585215,118.22,62.13,56.8,-1.21,434,74.16,0
Borno,11.9139,5.8978,2019-11-01,2019,11,33.71,151.22,67.58,0.555,0.298,1408332,113.05,71.49,35.06,-1.6,407,28.9,0
Sokoto,11.9738,12.3983,2022-07-01,2022,7,29.43,67.83,80.89,0.648,0.373,1160761,104.83,42.7,71.77,0.83,540,46.52,1
Plateau,11.3068,7.6456,2025-02-01,2025,2,29.56,65.66,79.08,0.755,0.251,2212808,106.96,51.1,39.57,0.16,394,17.81,0
Plateau,10.2514,3.0377,2020-01-01,2020,1,25.98,223.07,82.03,0.576,0.472,1347614,119.1,52.8,25.0,-1.06,579,42.96,1
Lagos,12.957,6.6439,2020-04-01,2020,4,27.08,167.14,98.0,0.801,0.558,701135,118.3,70.26,56.61,2.23,527,75.16,1
Benue,9.0853,7.4566,2025-07-01,2025,7,24.29,182.8,80.62,0.95,0.409,320921,96.0,58.15,31.4,0.02,347,108.13,0
Sokoto,12.7297,5.2397,2022-01-01,2022,1,29.11,68.3,66.52,0.546,0.499,2001136,111.11,76.44,44.61,1.46,511,25.54,1
Sokoto,9.0742,12.0096,2023-09-01,2023,9,28.39,129.66,63.99,0.628,0.385,152798,91.66,60.16,52.07,0.77,433,283.38,0
Enugu,13.3396,7.7565,2024-10-01,2024,10,29.45,146.57,52.73,0.469,0.424,2929795,87.03,71.67,54.92,2.23,296,10.1,0
Anambra,8.2868,6.4835,2024-10-01,2024,10,28.04,199.66,69.86,0.428,0.553,150915,92.74,24.27,27.79,2.82,497,329.32,0
Cross River,9.5224,13.8281,2023-02-01,2023,2,26.02,243.51,85.98,0.229,0.527,940104,121.71,60.63,54.97,-1.13,599,63.72,1
Borno,4.6114,8.8716,2025-05-01,2025,5,24.15,170.61,67.94,0.644,0.257,2217163,103.15,90.87,55.33,-2.96,400,18.04,0
Oyo,12.4121,11.4108,2024-10-01,2024,10,24.29,107.86,63.95,0.766,0.659,703434,94.63,66.55,47.38,-0.21,316,44.92,0
Benue,11.425,12.8978,2018-09-01,2018,9,28.16,47.61,74.86,0.718,0.618,2194132,97.6,41.87,68.52,1.89,660,30.08,1
Enugu,12.3672,11.006,2021-03-01,2021,3,27.98,187.88,76.63,0.421,0.941,1361896,119.59,41.18,71.06,-1.01,660,48.46,1
Sokoto,9.8831,9.5382,2025-04-01,2025,4,31.6,27.89,61.32,0.584,0.68,2852641,113.27,44.4,63.29,0.9,747,26.19,1
Borno,6.0365,12.1684,2021-07-01,2021,7,24.64,128.8,72.43,0.722,0.388,889395,113.04,67.11,51.79,2.02,504,56.67,1
Kano,12.3745,7.4575,2019-09-01,2019,9,22.78,181.42,78.28,0.908,0.384,1812630,95.74,43.68,53.74,0.74,538,29.68,1
Oyo,4.9826,10.9133,2023-01-01,2023,1,27.9,133.12,81.73,0.529,0.589,1112173,111.14,63.63,27.15,-3.59,389,34.98,0
Kaduna,10.0544,3.1786,2025-09-01,2025,9,28.84,125.57,67.63,0.7,0.273,1391140,98.58,24.69,62.54,0.08,554,39.82,1
Kebbi,13.39,3.49,2025-07-01,2025,7,30.31,140.97,66.66,0.725,0.819,1428592,109.35,46.53,74.18,-0.52,621,43.47,1
Oyo,12.2659,3.4148,2018-07-01,2018,7,23.06,139.3,77.43,0.454,0.332,2459308,90.93,64.96,36.02,-0.06,383,15.57,0
Akwa Ibom,6.3429,7.705,2023-05-01,2023,5,25.32,86.15,74.58,0.419,0.535,1894556,95.34,59.76,59.42,1.01,552,29.14,1
Cross River,12.561,7.696,2019-05-01,2019,5,23.75,153.36,73.36,0.431,0.253,1885926,107.23,46.09,70.69,1.52,519,27.52,1
Oyo,5.5992,9.3038,2023-06-01,2023,6,31.82,177.07,71.12,0.436,0.44,2624506,133.22,51.98,18.91,-0.77,480,18.29,0
Enugu,11.104,11.8768,2019-12-01,2019,12,31.4,60.02,71.93,0.463,0.545,2396187,114.11,55.85,40.23,0.19,538,22.45,1
Sokoto,6.7088,4.2143,2019-12-01,2019,12,36.96,90.42,59.32,0.793,0.514,719885,104.2,59.18,65.07,0.82,474,65.84,0
Sokoto,12.5084,7.9261,2019-07-01,2019,7,29.01,176.17,64.32,0.719,0.415,882329,102.38,54.49,23.88,-0.31,512,58.03,1
Cross River,8.6311,8.0322,2019-11-01,2019,11,22.63,114.65,78.16,0.622,0.324,585403,101.31,60.93,7.78,-3.21,474,80.97,0
Sokoto,12.7558,13.3529,2019-05-01,2019,5,26.89,106.72,73.56,0.641,0.418,1359863,106.69,67.31,85.97,0.07,640,47.06,1
Cross River,8.9637,13.1711,2019-09-01,2019,9,28.08,221.78,62.55,0.663,0.611,169088,110.12,70.89,61.71,0.95,445,263.18,0
Borno,7.1942,11.1606,2022-02-01,2022,2,30.54,122.65,84.58,0.527,0.504,482758,112.15,52.64,42.48,-2.12,482,99.84,0
Sokoto,10.0003,3.4977,2020-07-01,2020,7,35.67,84.45,76.06,0.57,0.79,2983961,109.09,51.87,36.79,-0.65,501,16.79,1
Enugu,5.7799,12.9945,2020-10-01,2020,10,25.61,163.21,64.84,0.689,0.192,457510,100.05,63.15,24.5,1.51,558,121.96,1
